Dataset,adjusted_mutual_info_score_BIRCH,adjusted_mutual_info_score_DBSTREAM,adjusted_mutual_info_score_STREAM_KMEANS,adjusted_rand_index_BIRCH,adjusted_rand_index_DBSTREAM,adjusted_rand_index_STREAM_KMEANS,calinski_harabasz_score_BIRCH,calinski_harabasz_score_DBSTREAM,calinski_harabasz_score_STREAM_KMEANS,completeness_score_BIRCH,completeness_score_DBSTREAM,completeness_score_STREAM_KMEANS,davies_bouldin_score_BIRCH,davies_bouldin_score_DBSTREAM,davies_bouldin_score_STREAM_KMEANS,fowlkes_mallows_index_BIRCH,fowlkes_mallows_index_DBSTREAM,fowlkes_mallows_index_STREAM_KMEANS,homogeneity_score_BIRCH,homogeneity_score_DBSTREAM,homogeneity_score_STREAM_KMEANS,iCH_BIRCH,iCH_DBSTREAM,iCH_STREAM_KMEANS,iDB_BIRCH,iDB_DBSTREAM,iDB_STREAM_KMEANS,iGD43_BIRCH,iGD43_DBSTREAM,iGD43_STREAM_KMEANS,iGD53_BIRCH,iGD53_DBSTREAM,iGD53_STREAM_KMEANS,iPS_BIRCH,iPS_DBSTREAM,iPS_STREAM_KMEANS,iWB_BIRCH,iWB_DBSTREAM,iWB_STREAM_KMEANS,iXB_BIRCH,iXB_DBSTREAM,iXB_STREAM_KMEANS,icSIL_BIRCH,icSIL_DBSTREAM,icSIL_STREAM_KMEANS,irCIP_BIRCH,irCIP_DBSTREAM,irCIP_STREAM_KMEANS,jaccard_index_BIRCH,jaccard_index_DBSTREAM,jaccard_index_STREAM_KMEANS,normalized_mutual_info_score_BIRCH,normalized_mutual_info_score_DBSTREAM,normalized_mutual_info_score_STREAM_KMEANS,silhouette_score_BIRCH,silhouette_score_DBSTREAM,silhouette_score_STREAM_KMEANS,v_measure_score_BIRCH,v_measure_score_DBSTREAM,v_measure_score_STREAM_KMEANS
transformed_g2-4-70.csv_predicted_cvis,0.9679147350166589,0.997021735186245,0.9943619859705081,0.994359494254568,0.9991388340948736,0.9958485966916355,0.43153195907069697,0.12297999314183863,0.04177436693760896,0.9653557049046577,0.9988108431472877,0.9844704806333846,0.22548611956987963,-0.2651289528246057,-0.29768647834577733,0.9844414661811011,0.9967018327929819,0.9909999909336051,0.9679929877024981,0.9978452462410123,0.9972447813576769,0.4291301319260608,0.12178667389186958,0.04074047091412378,0.4291301319260608,0.12178667389186958,0.04074047091412378,-0.5628677214870833,-0.19033080805856875,-0.11256534986301112,0.019775201419102276,0.1217854436118672,0.04074047091412378,0.42913610004390446,0.12178646448250746,0.05121095271146982,0.42911557809482814,0.12183188013791452,0.040740417784831714,0.4291293728233527,0.12178662153952906,0.04074047091412378,-0.7529082468493071,-0.48679878808850713,-0.5964247041571719,0.5077015027274477,-0.12729058015613856,-0.2041325424484277,-0.7713441043462642,0.9903653480550509,0.9744831724464196,0.9671461946015161,0.9984081446326991,0.9960670909052316,-0.31399786180701394,0.4391042091221591,0.7077927588589676,0.9671461946015161,0.9984081707672822,0.9960670909052316
transformed_s3_moderate_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-4-10_severe_gaussian-noise.csv_predicted_cvis,0.9999996934084406,0.9999999540112721,0.9999409567082184,0.9999984057236952,0.9999997700563563,0.9999982281801283,0.4879701897399358,0.4339141930610169,0.6614100444255938,0.9999874297441971,0.9999991875324566,0.9999277201714893,-0.7855991152876436,-0.7393379634777538,-0.9943752978980268,0.9999965661740587,0.9999997700563563,0.9999961697423299,0.9999906489560609,0.9999992488507619,0.9999251145540231,-0.5382720991204154,-0.5992785526052032,-0.2769705728761657,-0.785596995819216,-0.7393358722694504,-0.8904815133145638,0.7590129554868548,0.7068986598618905,0.8210292102221989,0.2532532759670375,0.07710050460382101,-0.6605021066485508,-0.7858290917418125,-0.739557314273043,-0.36550233475975386,-0.785596995819216,-0.7393358722694504,-0.8956435581022139,-0.785596995819216,-0.7393358722694504,-0.8945749837772026,0.13850497270858386,0.044041892474847556,0.49395540505185304,-0.7855970060507513,-0.7393358818984855,-0.9492815102186765,-0.9999999999999998,0.9999786151341344,0.9999004253323186,0.9999996934084406,0.9999999540112721,0.9999355370238883,0.7806284248932491,0.7343667374468739,0.9834849162949634,0.9999996934084406,0.9999999540112721,0.9999355370238883
transformed_iris_severe_knock-out.csv_predicted_cvis,0.15990164657628309,-0.0850261356416734,0.9015743402306129,0.8469576065652867,-0.0699237818069596,0.9749487475132743,-0.23916678527361726,-0.24651872884028797,-0.24366874060286836,0.24794354803595184,-0.21855711376349607,0.9861739366871143,-0.5575987092445687,-0.12325936442014399,-0.45174541797160983,0.9037188238074466,0.31745803852817595,0.9753560058973832,0.15222197915924032,-0.1420906562065549,0.924024718578293,-0.5164576337961253,-0.3127135726955505,-0.495551034259766,-0.5260572180674288,-0.3127135726955505,-0.495551034259766,0.7605613481235558,0.3161374439294434,0.8848734490207534,-0.0721340189529373,0.29159970008654434,0.46023275612744013,0.5726837702423312,0.34752293024012826,0.4985626703795767,-0.5197489198320008,-0.03309742192763126,-0.49938402568497964,-0.5260572180674288,-0.3127135726955505,-0.495551034259766,-0.5260572180674288,-0.3127135726955505,-0.495551034259766,-0.4975327390898413,-0.3161374439294434,-0.49609860446336795,0.17152688097501526,-0.2512472403792451,--,0.16566139713906516,-0.1535035603195312,0.9776865985312839,0.660451397865677,0.33382744530455666,0.6962355138798811,0.16566139713906516,-0.1535035603195312,0.9776865985312839
transformed_g2-8-10_mild_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_mnist_mild_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_wine_mild_gaussian-noise.csv_predicted_cvis,--,0.46374604935596647,--,--,0.4848953302138256,--,--,-0.20803201716548744,--,--,-0.023336869080459507,--,--,-0.026580800714536636,--,--,0.1312248251074242,--,--,0.5000843591935608,--,--,0.11367738461099301,--,--,0.11367738461099301,--,--,0.17472189981435926,--,--,-0.2216348500808832,--,--,-0.11511938103311979,--,--,0.11367738461099301,--,--,0.11367738461099301,--,--,0.14261344614833668,--,--,0.10641933595295498,--,--,0.18700830073971605,--,--,0.6479851255563623,--,--,-0.29709932950551704,--,--,0.6479851255563623,--
transformed_seeds.csv_predicted_cvis,0.8680517824956179,0.3142857142857143,0.6959198553961966,0.8261174511269801,0.6,0.7551115677861046,0.28258400223348495,-0.2,-0.43033598796253075,0.43026792628912247,-0.753702346348183,0.6962923379791047,0.0011679323060230632,0.8857142857142858,-0.41395256756889554,0.740441274106574,-0.14285714285714288,0.7206757877397201,0.7450851954186181,0.8857142857142858,0.9300442177955646,0.25727880226965194,1.0,-0.4771497341806769,0.25727880226965194,1.0,-0.4713918937367339,-0.1423208938625247,-0.14285714285714288,0.44671940835616597,0.3211813841563424,-0.4285714285714286,-0.7102171017159393,0.25727880226965194,-0.14285714285714288,0.17523862220696423,0.25727880226965194,1.0,-0.4713918937367339,0.25727880226965194,1.0,-0.4713918937367339,0.25711195479736293,1.0,0.16717208245458015,0.25928097193712,1.0,-0.4713918937367339,-0.52261646190971,-1.0,0.2955283449566196,0.5470372458115642,0.2571428571428572,0.8364723566679093,0.1666250089926237,-0.7714285714285715,0.20850614477196885,0.5470372458115642,0.2571428571428572,0.8364723566679093
transformed_g2-2-70_moderate_gaussian-noise.csv_predicted_cvis,0.9520001681727196,0.999582438648696,0.999794285916276,0.9950975623151632,0.9998916796821946,0.9988528329077931,-0.6739473254037711,-0.9084120631953317,-0.9051498779237526,0.9362035026418893,0.999569987737812,0.9993814380687637,-0.07718438581565541,-0.08848791230139365,-0.43216141007433156,0.9946368777904688,0.9992903111056798,0.9941650778203736,0.9501344297100778,0.9996276578564245,0.9994203016912343,-0.6747211314529833,-0.908787725865052,-0.9062411327189771,-0.8004067229111079,-0.9390873087695031,-0.907704769682353,-0.3785124633049365,-0.47979072500329195,-0.17440582402480212,-0.6897781932350263,-0.8946120473555199,-0.8994056693864413,-0.6747846623700744,-0.8907780844728788,-0.9061965645957464,-0.7026112561518936,-0.8597654145315213,-0.846135821966857,-0.846372734991194,-0.9416750364025191,-0.8912922131666637,-0.6674561796312712,-0.9025407645955797,-0.21903995288049616,-0.6779794938760482,-0.9093191549170303,-0.811701619955667,0.013616080151883226,0.9327690461181462,-0.7930312899630898,0.9434289770843574,0.9996086428669996,0.9994086582332957,0.07267858771423963,-0.025437249324226047,0.16855927290644257,0.9434289770843574,0.9996086428669996,0.9994086582332957
transformed_g2-8-30.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_s1_moderate_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-30_moderate_knock-out.csv_predicted_cvis,0.9859676797632246,0.9996266298373053,0.9996500753963753,0.9999585874779547,0.9999698464411761,0.9999565606397574,-0.7348071111692275,-0.20427901411035704,-0.22055742735775793,0.9698227984413478,0.9992933775864503,0.9994371443317732,-0.373648938780842,-0.44959905144306733,-0.5602830513188284,0.9998263545669773,0.9997031534634054,0.9997627442172532,0.9962413806769179,0.9999596215821992,0.9999596215817498,-0.7451524326934993,-0.21188544695867254,-0.2259349001312378,-0.7451524326934993,-0.2118525108191657,-0.2259004079558904,0.7454025777402996,0.21188544695867254,0.22593710451838409,-0.6398602554344358,0.30043568439109936,0.47236969303390963,-0.8568799060722311,-0.21188752167612177,-0.22574188658610753,-0.7451524326934993,-0.21063497585105695,-0.22462257659513377,-0.7451524326934993,-0.21186074485404238,-0.22590903099972723,-0.5333794024132807,-0.7811758557378984,-0.7023769390782066,-0.7387505628060839,-0.26656430115907404,-0.2731091740707924,0.9983462460973622,0.9974764259787291,--,0.9849778909700491,0.9996814012156461,0.9997422944836254,0.3528044052533248,0.49927459484476017,0.5737191151498902,0.9849778909700491,0.9996814012156461,0.9997422619288839
transformed_s3_moderate_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-10_moderate_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-10_severe_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_u1_severe_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-4-70_severe_knock-out.csv_predicted_cvis,0.677677191296418,0.581984143519154,--,0.6577034037933668,0.6093439373014753,--,0.274510963755343,-0.12505633391461474,--,0.6501474198759261,0.6007029864049848,--,-0.3822071954803903,-0.780244274571322,--,0.8820800868070734,0.8158093919654896,--,0.8352106922481676,0.554020986448167,--,0.27515538654139626,-0.12242706449374374,--,0.27515538654139626,-0.12242706449374374,--,-0.16129832512176717,-0.48455363308519434,--,0.27515538654139626,-0.12242706449374374,--,0.27515538654139626,-0.12242706449374374,--,0.27515538654139626,-0.12242706449374374,--,0.27515538654139626,-0.12242706449374374,--,0.2734369257785876,-0.12250448654886117,--,0.27515538654139626,-0.12242706449374374,--,-0.5504730975321793,0.5127117644599049,--,0.6985327445818333,0.621168872005818,--,0.11645118144302773,0.5736859280617834,--,0.6985328163064424,0.621168872005818,--
transformed_s2_severe_gaussian-noise.csv_predicted_cvis,1.0,--,0.7463768115942028,1.0,--,0.7463768115942028,0.7978634243562575,--,0.7759235548215613,-0.3569607807317661,--,-0.12585793731694053,-0.7680367542868648,--,-0.8043978137140955,0.9814798787003114,--,0.5993389367672683,1.0,--,1.0,-0.08202334269083021,--,-0.2527090476712424,-0.7531234192521683,--,-0.3844024950492138,0.5294233937317223,--,0.15660842390893895,0.7531234192521683,--,0.3844024950492138,0.7531234192521683,--,0.07830421195446947,-0.7531234192521683,--,-0.3844024950492138,-0.7531234192521683,--,-0.3844024950492138,-0.7531234192521683,--,0.3844024950492138,-0.9266055045871561,--,-0.391304347826087,-0.13938419805740454,--,0.625234359468127,1.0,--,0.8623188405797101,0.17150335289900862,--,0.23135335350184164,1.0,--,0.8623188405797101
transformed_g2-4-10_severe_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_u1_moderate_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-70.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-90.csv_predicted_cvis,0.9804149488192312,0.6528489771336888,0.996860728942341,0.9891992356105054,0.9112321756808778,0.9991069432541655,-0.6689646675492379,0.5843777272145991,-0.8936746822271424,0.9791431844675828,0.7182262529554863,0.9962951507099999,-0.658929101699397,0.48234272415004614,-0.8510563050911685,0.9870422204210979,-0.06959950384425678,0.9972010469932672,0.9918297007023977,0.5070314860296403,0.9973355015132485,-0.6717385641848217,0.529537823724644,-0.8941168744946263,-0.671713349784273,0.529537823724644,-0.8941168744946263,0.6430119382983956,0.529537823724644,0.5984234313670631,-0.6717385641848217,0.529537823724644,-0.8941168744946263,-0.6343253428779166,0.529537823724644,-0.4746159834314571,-0.671691365327596,0.5301547611269777,-0.8941204082634129,-0.6717278845316967,0.529537823724644,-0.8941168744946263,0.6236241481111082,0.529537823724644,0.7266864120450772,-0.26314227694743797,-0.17365245022436446,-0.8903585412457619,0.9778804848804237,--,0.9943456798809684,0.980742397403218,0.5161835539654425,0.9968812642072709,0.6898184875833113,0.6356548970674238,0.7067998533503719,0.980742397403218,0.5161835539654425,0.9968812642072709
transformed_g2-4-90.csv_predicted_cvis,0.9893138158513045,--,0.9987417886720137,0.9969563157027787,--,0.9986938081990447,0.4265967448230686,--,0.1826001978310478,0.9802156004959393,--,0.9969412775791794,-0.8741848070283352,--,-0.7230451886774912,0.9934892507065212,--,0.9954653479728777,0.9836737657156819,--,0.9982351797937595,0.4242798461236081,--,0.18169768001599135,0.1744492297314991,--,0.17807779280458813,0.18266063094734467,--,0.5053450864503649,0.4242798461236081,--,0.1846463393979479,0.42892298828358905,--,0.18169768001599135,0.07066489990541824,--,0.1763235383618997,0.1349209689749311,--,0.18128954585396923,0.03704907208911807,--,0.10996124296271664,-0.8313541024779886,--,-0.8062338567056541,0.9799762063755101,--,0.9840924102064167,0.9818736026848512,--,0.9977050911095843,0.7762245929889745,--,0.6136067040106791,0.9818736026848512,--,0.9977050911095843
transformed_g2-8-70_moderate_gaussian-noise.csv_predicted_cvis,0.9966584181099009,0.8381315893549237,0.996744872591248,0.9997796716385026,0.9366639075764572,0.9999154329671796,-0.6117599894379698,-0.2880316907039067,-0.8821660191523482,0.9963952979926598,0.7667562965155524,0.9963549419666975,-0.6111329312449193,-0.4542555747416987,-0.867464237734953,0.9990553521977266,0.9271814174758716,0.9997121959255466,0.9985314437620714,0.9042967909335716,0.9962462240876134,-0.6140737823301121,-0.373417641360492,-0.882653602020772,-0.6140313462951955,-0.37934884457710727,-0.8827235209404092,0.26580186897752167,0.657814512896925,0.5894965450155218,-0.6136664589157738,0.22957273737949904,-0.8838525916613165,-0.6891696473632504,0.6449991066925777,-0.8806519515188781,-0.61386936516253,-0.41685745791049733,-0.8829856908387806,-0.6140285068060574,-0.3731534864739536,-0.882725631012127,0.3077942662793287,0.627497836091309,0.6285654085799665,-0.6966031694231307,-0.4390205243636559,-0.8960115022063327,-0.2868216075953769,0.21569975920981546,0.9979366099212953,0.9976528657885629,0.8288757556185653,0.9963014818449912,0.5118171877273173,0.28269925766546516,0.7468081226375513,0.9976528657885629,0.8288757556185653,0.9963014818449912
transformed_g2-2-30_mild_knock-out.csv_predicted_cvis,0.9862389701984539,0.9999907848325656,0.9016662359871843,0.9999764537132149,0.9999883846024522,0.9995033678024652,-0.7341066014058439,-0.21223392157829082,0.14467275877213492,0.9857088636042315,0.9999350509149839,0.8922030934959814,-0.739669218434958,-0.2422574792095231,-0.21932891878199337,0.9999323688732434,0.9999714686949857,0.9986442999099455,0.985539399073192,0.999861743881791,0.8978953644590072,-0.735487496935814,-0.21354022655451355,0.13802704632053206,-0.735487496935814,-0.21354022655451355,0.13802704632053206,0.735487496935814,0.21354022655451355,-0.13802704632053206,-0.735487496935814,-0.2131120861230202,0.14573138915613806,-0.7355427441540665,-0.35740036311056445,0.13802704632053206,-0.735487496935814,-0.21354022655451355,0.13802704632053206,-0.735487496935814,-0.21354022655451355,0.13802704632053206,-0.7379755592563247,-0.21606709459136653,0.13802704632053206,-0.735487496935814,-0.21354022655451355,0.042329569319483194,0.9990290669224153,0.9987396092950706,0.990930302366742,0.9856187460561162,0.9999936279619311,0.895415631791426,0.6496504723372523,0.3965024614447749,0.4301995936613183,0.9856187460561162,0.9999936279619311,0.8954156444826659
transformed_g2-4-90_moderate_knock-out.csv_predicted_cvis,0.9874162374587849,--,0.9704155643054243,0.9979372278354021,--,0.9955850855142541,0.2731612432242436,--,0.28188271347124527,0.9932049476959406,--,0.9906679382404829,-0.9272611960758103,--,-0.8890870075409588,0.9899155366469577,--,0.9877085364624253,0.9837821489049641,--,0.9614738125247392,0.26619191549390697,--,0.27902277091052047,0.04235918344317785,--,0.27345547113772584,-0.17595275667646643,--,0.2008254260866436,0.2666827214032515,--,0.28440914989977883,0.26275104592246434,--,0.17174145808838326,-0.16101719205353282,--,0.25724489147837815,-0.10085570889304608,--,0.24511790625784372,0.01157983090031073,--,-0.2825084166733863,-0.8277561337875341,--,-0.8304301023199714,0.9600138188320531,--,-0.1905129355378211,0.9907459899760306,--,0.9819431581586686,0.646684355781776,--,0.6234761273229162,0.9907459899760306,--,0.9819431581586686
transformed_mnist_moderate_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_fashion-mnist.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_human-activity-recognition_moderate_gaussian-noise.csv_predicted_cvis,--,--,-0.028571428571428574,--,--,-0.028571428571428574,--,--,-0.08571428571428573,--,--,0.0,--,--,-0.14285714285714288,--,--,-0.08827348295047496,--,--,1.0,--,--,-0.4285714285714286,--,--,0.14285714285714288,--,--,-0.14285714285714288,--,--,-0.8285714285714287,--,--,-0.6571428571428573,--,--,0.14285714285714288,--,--,0.14285714285714288,--,--,0.14285714285714288,--,--,0.14285714285714288,--,--,--,--,--,0.8857142857142858,--,--,-0.08571428571428573,--,--,0.8857142857142858
transformed_g2-8-90_moderate_knock-out.csv_predicted_cvis,0.9926609815776666,-0.3136851585572996,0.9955286629718904,0.998385795494761,-0.07974974456551372,0.9990880341808869,-0.7805656744329462,-0.2010129505119097,-0.912929600923541,0.9883648700232179,-0.5505230742430607,0.9953896315894589,-0.8959485272478621,-0.04686857162773901,-0.7361730431971225,0.9938013616699741,0.46353656226157663,0.9947355257261535,0.9717944066864086,-0.28414472494306764,0.9863611763061005,-0.7879833076710303,-0.15227066538648346,-0.913764945109354,-0.7880740578523076,-0.15227066538648346,-0.913764945109354,0.7877327442259959,-0.15227066538648346,0.9136104238621869,-0.7880740578523076,-0.15227066538648346,-0.913764945109354,0.29350635336087316,-0.15227066538648346,-0.7556971319572837,-0.7880740578523076,-0.1335523966292487,-0.913764945109354,-0.7880741869421815,-0.15227066538648346,-0.913764945109354,0.7949418327729657,-0.15227066538648346,0.8564564096134505,-0.5325686651794533,0.06544724690897137,-0.913764945109354,0.9904729835546284,--,0.9934439728598441,0.9804340389680832,-0.30874162978621994,0.9912947894665113,0.8659468787692436,-0.38167272539115166,0.7766291455146275,0.9804340389680832,-0.30874162978621994,0.9912948214582449
transformed_g2-2-50_mild_gaussian-noise.csv_predicted_cvis,0.9938807592683546,--,0.9948453277291491,0.9974828392835254,--,0.9985178648540665,-0.7003590384358679,--,-0.7877835530333905,0.9910189983068333,--,0.9908906924918365,-0.21225639654644524,--,-0.2859976155030544,0.9936761273029554,--,0.9957018067719631,0.9882867343483106,--,0.9881365501265534,-0.701011953987992,--,-0.7884831198487102,-0.2775476131367253,--,-0.5436733113365901,-0.5362313170466358,--,-0.4166275547514672,-0.7010137773378942,--,-0.7884831719443884,-0.7036179117160798,--,-0.7882644482392748,-0.28475758146359365,--,-0.5649834652883349,-0.30708528245177247,--,-0.6119754862231518,-0.7538084048948513,--,-0.871003924485849,-0.5845090380344266,--,-0.6435897225185899,0.9877757954603855,--,-0.8349393335277696,0.9899831792077941,--,0.9894726220082799,0.35072526086759187,--,0.49713342879326594,0.9899831792077941,--,0.9894726220082799
transformed_seeds_moderate_gaussian-noise.csv_predicted_cvis,0.8908961515178276,0.5550735322812356,0.8440431088512179,0.8783575093894055,0.5452286121892828,0.8220508276780651,0.8949693637416126,0.45429542553350294,0.82091283960292,0.7954401585591292,0.8406291446257826,0.7673480055542302,0.13891240648907852,0.4515430822819892,-0.25218345041994344,0.8785426578473523,0.5332840828833807,0.8309407666882762,0.8467785022368334,0.8320016071258456,0.7847089399099321,0.8928534093396464,0.4546659332788989,0.8157521960063319,0.8928534093396464,0.4546659332788989,-0.7670304274867478,-0.891874780428737,-0.37405403381629554,-0.7914839386828888,0.8924302184592532,0.40438273926086005,0.8069129397947398,0.8636267891624889,0.44791739934489894,0.06425662898726232,0.888806646545886,0.4433389822053617,0.7741230043271871,0.8915309378384175,0.4546659332788989,-0.7658659745726459,0.8801312334978248,-0.08344363723098767,0.8574343173633904,0.4181919381185872,0.015561325306635192,0.16911032093435183,-0.8582109666305929,0.41469912939584197,-0.38652736925766307,0.8219953863038045,0.8421641052852806,0.7315146136066383,0.8100666933627203,-0.5053196350423339,0.29090150981383334,0.8219953863038045,0.8421641052852806,0.7315146136066383
